"areacd","category","value"
"K02000001","Male",30532211
"K02000001","Female",31728275
"K03000001","Male",29653649
"K03000001","Female",30813504
"E06000001","Male",44387
"E06000001","Female",47143
"E06000002","Male",67018
"E06000002","Female",70255
"E06000003","Male",65917
"E06000003","Female",69950
"E06000004","Male",93072
"E06000004","Female",96906
"E06000005","Male",50811
"E06000005","Female",53544
"E06000047","Male",247862
"E06000047","Female",259449
"E06000057","Male",153426
"E06000057","Female",161063
"E08000021","Male",136041
"E08000021","Female",137381
"E08000022","Male",95828
"E08000022","Female",103189
"E08000023","Male",71734
"E08000023","Female",76775
"E08000024","Male",134057
"E08000024","Female",142152
"E08000037","Male",96308
"E08000037","Female",101173
"E06000006","Male",60287
"E06000006","Female",63349
"E06000007","Male",99149
"E06000007","Female",100908
"E06000008","Male",72714
"E06000008","Female",73483
"E06000009","Male",69842
"E06000009","Female",72736
"E06000049","Male",180263
"E06000049","Female",187760
"E06000050","Male",160523
"E06000050","Female",168593
"E06000063","Male",134816
"E06000063","Female",139189
"E06000064","Male",111338
"E06000064","Female",115443
"E07000117","Male",42645
"E07000117","Female",44382
"E07000118","Male",53020
"E07000118","Female",52662
"E07000119","Male",36656
"E07000119","Female",38785
"E07000120","Male",39989
"E07000120","Female",41014
"E07000121","Male",65685
"E07000121","Female",70328
"E07000122","Male",43851
"E07000122","Female",45436
"E07000123","Male",69022
"E07000123","Female",68934
"E07000124","Male",28006
"E07000124","Female",28998
"E07000125","Male",33062
"E07000125","Female",34417
"E07000126","Male",53098
"E07000126","Female",55511
"E07000127","Male",53644
"E07000127","Female",56939
"E07000128","Male",52153
"E07000128","Female",55904
"E08000001","Male",134599
"E08000001","Female",138450
"E08000002","Male",89759
"E08000002","Female",94126
"E08000003","Male",242337
"E08000003","Female",241447
"E08000004","Male",109069
"E08000004","Female",113742
"E08000005","Male",103088
"E08000005","Female",107160
"E08000006","Male",114222
"E08000006","Female",114726
"E08000007","Male",137635
"E08000007","Female",144628
"E08000008","Male",106436
"E08000008","Female",110981
"E08000009","Male",109354
"E08000009","Female",113711
"E08000010","Male",155844
"E08000010","Female",158519
"E08000011","Male",69950
"E08000011","Female",77120
"E08000012","Male",225143
"E08000012","Female",232380
"E08000013","Male",85852
"E08000013","Female",89420
"E08000014","Male",131006
"E08000014","Female",143147
"E08000015","Male",152236
"E08000015","Female",165535
"E06000010","Male",128194
"E06000010","Female",127885
"E06000011","Male",162295
"E06000011","Female",170453
"E06000012","Male",77705
"E06000012","Female",80984
"E06000013","Male",81658
"E06000013","Female",83914
"E06000014","Male",93354
"E06000014","Female",99044
"E06000065","Male",293375
"E06000065","Female",303021
"E08000016","Male",112284
"E08000016","Female",116689
"E08000017","Male",148068
"E08000017","Female",152116
"E08000018","Male",125501
"E08000018","Female",130812
"E08000019","Male",265166
"E08000019","Female",273219
"E08000032","Male",251629
"E08000032","Female",260763
"E08000033","Male",98553
"E08000033","Female",103525
"E08000034","Male",204120
"E08000034","Female",210665
"E08000035","Male",363689
"E08000035","Female",380196
"E08000036","Male",158950
"E08000036","Female",165517
"E06000015","Male",120396
"E06000015","Female",123584
"E06000016","Male",158336
"E06000016","Female",161372
"E06000017","Male",19057
"E06000017","Female",18360
"E06000018","Male",147892
"E06000018","Female",146916
"E06000061","Male",153938
"E06000061","Female",158258
"E06000062","Male",183289
"E06000062","Female",187979
"E07000032","Male",59819
"E07000032","Female",61713
"E07000033","Male",37038
"E07000033","Female",38186
"E07000034","Male",50493
"E07000034","Female",52544
"E07000035","Male",34953
"E07000035","Female",35752
"E07000036","Male",54435
"E07000036","Female",56848
"E07000037","Male",44802
"E07000037","Female",46245
"E07000038","Male",48367
"E07000038","Female",50107
"E07000039","Male",46227
"E07000039","Female",46788
"E07000129","Male",46213
"E07000129","Female",47298
"E07000130","Male",80794
"E07000130","Female",81536
"E07000131","Male",41761
"E07000131","Female",42371
"E07000132","Male",51534
"E07000132","Female",52939
"E07000133","Male",24260
"E07000133","Female",25221
"E07000134","Male",45945
"E07000134","Female",46783
"E07000135","Male",26611
"E07000135","Female",28989
"E07000136","Male",30819
"E07000136","Female",32580
"E07000137","Male",66881
"E07000137","Female",70259
"E07000138","Male",44445
"E07000138","Female",46368
"E07000139","Male",51930
"E07000139","Female",54526
"E07000140","Male",42384
"E07000140","Female",44603
"E07000141","Male",64063
"E07000141","Female",68125
"E07000142","Male",43166
"E07000142","Female",45450
"E07000170","Male",57705
"E07000170","Female",60170
"E07000171","Male",55808
"E07000171","Female",56755
"E07000172","Male",53898
"E07000172","Female",55319
"E07000173","Male",55000
"E07000173","Female",57688
"E07000174","Male",50870
"E07000174","Female",52841
"E07000175","Male",55836
"E07000175","Female",58078
"E07000176","Male",54334
"E07000176","Female",55803
"E06000019","Male",89648
"E06000019","Female",92719
"E06000020","Male",81592
"E06000020","Female",83297
"E06000021","Male",121715
"E06000021","Female",124154
"E06000051","Male",149525
"E06000051","Female",152544
"E07000192","Male",47602
"E07000192","Female",48912
"E07000193","Male",55582
"E07000193","Female",56451
"E07000194","Male",49556
"E07000194","Female",50456
"E07000195","Male",60511
"E07000195","Female",62562
"E07000196","Male",52914
"E07000196","Female",54647
"E07000197","Male",64447
"E07000197","Female",64594
"E07000198","Male",47590
"E07000198","Female",49191
"E07000199","Male",37447
"E07000199","Female",38808
"E07000218","Male",30658
"E07000218","Female",31466
"E07000219","Male",60909
"E07000219","Female",63421
"E07000220","Male",48628
"E07000220","Female",49034
"E07000221","Male",57986
"E07000221","Female",61840
"E07000222","Male",68992
"E07000222","Female",69197
"E07000234","Male",46187
"E07000234","Female",47257
"E07000235","Male",35981
"E07000235","Female",38160
"E07000236","Male",41300
"E07000236","Female",41802
"E07000237","Male",47640
"E07000237","Female",49477
"E07000238","Male",57280
"E07000238","Female",59219
"E07000239","Male",48255
"E07000239","Female",49738
"E08000025","Male",515013
"E08000025","Female",535059
"E08000026","Male",152425
"E08000026","Female",154968
"E08000027","Male",152876
"E08000027","Female",158212
"E08000028","Male",148353
"E08000028","Female",153950
"E08000029","Male",99651
"E08000029","Female",105819
"E08000030","Male",129746
"E08000030","Female",135028
"E08000031","Male",121734
"E08000031","Female",124282
"E06000031","Male",88306
"E06000031","Female",90657
"E06000032","Male",97896
"E06000032","Female",97553
"E06000033","Male",82967
"E06000033","Female",87046
"E06000034","Male",76231
"E06000034","Female",78772
"E06000055","Male",76044
"E06000055","Female",78764
"E06000056","Male",124131
"E06000056","Female",126198
"E07000008","Male",58792
"E07000008","Female",57954
"E07000009","Male",40656
"E07000009","Female",41701
"E07000010","Male",46325
"E07000010","Female",48079
"E07000011","Male",83414
"E07000011","Female",83638
"E07000012","Male",72329
"E07000012","Female",73350
"E07000066","Male",83942
"E07000066","Female",89142
"E07000067","Male",70995
"E07000067","Female",73594
"E07000068","Male",35065
"E07000068","Female",37598
"E07000069","Male",43048
"E07000069","Female",45074
"E07000070","Male",81815
"E07000070","Female",84393
"E07000071","Male",83233
"E07000071","Female",85794
"E07000072","Male",60112
"E07000072","Female",63708
"E07000073","Male",39047
"E07000073","Female",41663
"E07000074","Male",30518
"E07000074","Female",31297
"E07000075","Male",40845
"E07000075","Female",42249
"E07000076","Male",66829
"E07000076","Female",72764
"E07000077","Male",38019
"E07000077","Female",38759
"E07000095","Male",44852
"E07000095","Female",47543
"E07000096","Male",69903
"E07000096","Female",72302
"E07000098","Male",47672
"E07000098","Female",50965
"E07000099","Male",61397
"E07000099","Female",63872
"E07000102","Male",42362
"E07000102","Female",44734
"E07000103","Male",43020
"E07000103","Female",43452
"E07000143","Male",63917
"E07000143","Female",65514
"E07000144","Male",60379
"E07000144","Female",63440
"E07000145","Male",47128
"E07000145","Female",49286
"E07000146","Male",71661
"E07000146","Female",74767
"E07000147","Male",48453
"E07000147","Female",52103
"E07000148","Male",63542
"E07000148","Female",65677
"E07000149","Male",58789
"E07000149","Female",61699
"E07000200","Male",42737
"E07000200","Female",44674
"E07000202","Male",64269
"E07000202","Female",65051
"E07000203","Male",47229
"E07000203","Female",48021
"E07000240","Male",67772
"E07000240","Female",70086
"E07000241","Male",53201
"E07000241","Female",55233
"E07000242","Male",66812
"E07000242","Female",69168
"E07000243","Male",40642
"E07000243","Female",41611
"E07000244","Male",116584
"E07000244","Female",123293
"E07000245","Male",83508
"E07000245","Female",82817
"E09000001","Male",4159
"E09000001","Female",3313
"E09000002","Male",85686
"E09000002","Female",91894
"E09000003","Male",166919
"E09000003","Female",178910
"E09000004","Male",109764
"E09000004","Female",118382
"E09000005","Male",149484
"E09000005","Female",148634
"E09000006","Male",147174
"E09000006","Female",159750
"E09000007","Male",104084
"E09000007","Female",108840
"E09000008","Male",171374
"E09000008","Female",181389
"E09000009","Male",164878
"E09000009","Female",165088
"E09000010","Male",145987
"E09000010","Female",155984
"E09000011","Male",120436
"E09000011","Female",123236
"E09000012","Male",117198
"E09000012","Female",119424
"E09000013","Male",87857
"E09000013","Female",92259
"E09000014","Male",123538
"E09000014","Female",126267
"E09000015","Male",115117
"E09000015","Female",118378
"E09000016","Male",112758
"E09000016","Female",121369
"E09000017","Male",131057
"E09000017","Female",134608
"E09000018","Male",121578
"E09000018","Female",121788
"E09000019","Male",96401
"E09000019","Female",100303
"E09000020","Male",79688
"E09000020","Female",82205
"E09000021","Male",76982
"E09000021","Female",80325
"E09000022","Male",147186
"E09000022","Female",146864
"E09000023","Male",132128
"E09000023","Female",138290
"E09000024","Male",97810
"E09000024","Female",100326
"E09000025","Male",147402
"E09000025","Female",139045
"E09000026","Male",133344
"E09000026","Female",137091
"E09000027","Male",90013
"E09000027","Female",94381
"E09000028","Male",139236
"E09000028","Female",141884
"E09000029","Male",91396
"E09000029","Female",96771
"E09000030","Male",123681
"E09000030","Female",116814
"E09000031","Male",123437
"E09000031","Female",124703
"E09000032","Male",145401
"E09000032","Female",153946
"E09000033","Male",109686
"E09000033","Female",107294
"E06000035","Male",128802
"E06000035","Female",131428
"E06000036","Male",55726
"E06000036","Female",56190
"E06000037","Male",75918
"E06000037","Female",77121
"E06000038","Male",76316
"E06000038","Female",76010
"E06000039","Male",67569
"E06000039","Female",67173
"E06000040","Male",70273
"E06000040","Female",72151
"E06000041","Male",76394
"E06000041","Female",77771
"E06000042","Male",119263
"E06000042","Female",120915
"E06000043","Male",131244
"E06000043","Female",134340
"E06000044","Male",99832
"E06000044","Female",99151
"E06000045","Male",115481
"E06000045","Female",114536
"E06000046","Male",67438
"E06000046","Female",70923
"E06000060","Male",244978
"E06000060","Female",253835
"E07000061","Male",46773
"E07000061","Female",51455
"E07000062","Male",43403
"E07000062","Female",45890
"E07000063","Male",46624
"E07000063","Female",49490
"E07000064","Male",42738
"E07000064","Female",47385
"E07000065","Male",70571
"E07000065","Female",76041
"E07000084","Male",81431
"E07000084","Female",82704
"E07000085","Male",55779
"E07000085","Female",58482
"E07000086","Male",59965
"E07000086","Female",62412
"E07000087","Male",54190
"E07000087","Female",56642
"E07000088","Male",40278
"E07000088","Female",41683
"E07000089","Male",45432
"E07000089","Female",45554
"E07000090","Male",57824
"E07000090","Female",61570
"E07000091","Male",84176
"E07000091","Female",91256
"E07000092","Male",46358
"E07000092","Female",46214
"E07000093","Male",56447
"E07000093","Female",58804
"E07000094","Male",55883
"E07000094","Female",58622
"E07000105","Male",56188
"E07000105","Female",59506
"E07000106","Male",70065
"E07000106","Female",76331
"E07000107","Male",46885
"E07000107","Female",48381
"E07000108","Male",53704
"E07000108","Female",56357
"E07000109","Male",49256
"E07000109","Female",50932
"E07000110","Male",74791
"E07000110","Female",76803
"E07000111","Male",55086
"E07000111","Female",58668
"E07000112","Male",51867
"E07000112","Female",53849
"E07000113","Male",65616
"E07000113","Female",67414
"E07000114","Male",63544
"E07000114","Female",68793
"E07000115","Male",57999
"E07000115","Female",60460
"E07000116","Male",55205
"E07000116","Female",57569
"E07000177","Male",69418
"E07000177","Female",70883
"E07000178","Male",71855
"E07000178","Female",73623
"E07000179","Male",65730
"E07000179","Female",67736
"E07000180","Male",59563
"E07000180","Female",60463
"E07000181","Male",51253
"E07000181","Female",52571
"E07000207","Male",63060
"E07000207","Female",66931
"E07000208","Male",35466
"E07000208","Female",37640
"E07000209","Male",66014
"E07000209","Female",67570
"E07000210","Male",41301
"E07000210","Female",43431
"E07000211","Male",66000
"E07000211","Female",68934
"E07000212","Male",38628
"E07000212","Female",40745
"E07000213","Male",46241
"E07000213","Female",47760
"E07000214","Male",42238
"E07000214","Female",42904
"E07000215","Male",39533
"E07000215","Female",42566
"E07000216","Male",58419
"E07000216","Female",61687
"E07000217","Male",47684
"E07000217","Female",48913
"E07000223","Male",29397
"E07000223","Female",31626
"E07000224","Male",70894
"E07000224","Female",77997
"E07000225","Male",53564
"E07000225","Female",58910
"E07000226","Male",51102
"E07000226","Female",52741
"E07000227","Male",62994
"E07000227","Female",66796
"E07000228","Male",67002
"E07000228","Female",70207
"E07000229","Male",49308
"E07000229","Female",53501
"E06000022","Male",84809
"E06000022","Female",88551
"E06000023","Male",208042
"E06000023","Female",210948
"E06000024","Male",98115
"E06000024","Female",103596
"E06000025","Male",128772
"E06000025","Female",130958
"E06000026","Male",124465
"E06000026","Female",128651
"E06000027","Male",63306
"E06000027","Female",68335
"E06000030","Male",102174
"E06000030","Female",102197
"E06000052","Male",254990
"E06000052","Female",271375
"E06000053","Male",1142
"E06000053","Female",1109
"E06000054","Male",230287
"E06000054","Female",236424
"E06000058","Male",179492
"E06000058","Female",187456
"E06000059","Male",177431
"E06000059","Female",186136
"E07000040","Male",63275
"E07000040","Female",69103
"E07000041","Male",55530
"E07000041","Female",58889
"E07000042","Male",37647
"E07000042","Female",39334
"E07000043","Male",45345
"E07000043","Female",47701
"E07000044","Male",40351
"E07000044","Female",43017
"E07000045","Male",60051
"E07000045","Female",64400
"E07000046","Male",30965
"E07000046","Female",32512
"E07000047","Male",25823
"E07000047","Female",27045
"E07000078","Male",55726
"E07000078","Female",58241
"E07000079","Male",40043
"E07000079","Female",42722
"E07000080","Male",40256
"E07000080","Female",41738
"E07000081","Male",59052
"E07000081","Female",60296
"E07000082","Male",54943
"E07000082","Female",56910
"E07000083","Male",39447
"E07000083","Female",41106
"E06000066","Male",256813
"E06000066","Female",269779
"W06000001","Male",34272
"W06000001","Female",35612
"W06000002","Male",58642
"W06000002","Female",61702
"W06000003","Male",55299
"W06000003","Female",59324
"W06000004","Male",46158
"W06000004","Female",48286
"W06000005","Male",74794
"W06000005","Female",77191
"W06000006","Male",65958
"W06000006","Female",67337
"W06000008","Male",36950
"W06000008","Female",37692
"W06000009","Male",59372
"W06000009","Female",62191
"W06000010","Male",89048
"W06000010","Female",93798
"W06000011","Male",115741
"W06000011","Female",119860
"W06000012","Male",68147
"W06000012","Female",71390
"W06000013","Male",67730
"W06000013","Female",70053
"W06000014","Male",61283
"W06000014","Female",64879
"W06000015","Male",165420
"W06000015","Female",172236
"W06000016","Male",114817
"W06000016","Female",119926
"W06000018","Male",86816
"W06000018","Female",90343
"W06000019","Male",34199
"W06000019","Female",35651
"W06000020","Male",44376
"W06000020","Female",46823
"W06000021","Male",44431
"W06000021","Female",46126
"W06000022","Male",70286
"W06000022","Female",73467
"W06000023","Male",65756
"W06000023","Female",67334
"W06000024","Male",28353
"W06000024","Female",29803
"S12000005","Male",25007
"S12000005","Female",26283
"S12000006","Male",73179
"S12000006","Female",77981
"S12000008","Male",59077
"S12000008","Female",63033
"S12000010","Male",47123
"S12000010","Female",51217
"S12000011","Male",42903
"S12000011","Female",47077
"S12000013","Male",13500
"S12000013","Female",13920
"S12000014","Male",75061
"S12000014","Female",79149
"S12000017","Male",111763
"S12000017","Female",116987
"S12000018","Male",39077
"S12000018","Female",42593
"S12000019","Male",39293
"S12000019","Female",42607
"S12000020","Male",46182
"S12000020","Female",46978
"S12000021","Male",65516
"S12000021","Female",72314
"S12000023","Male",10331
"S12000023","Female",10609
"S12000026","Male",54911
"S12000026","Female",58679
"S12000027","Male",11512
"S12000027","Female",11288
"S12000028","Male",53549
"S12000028","Female",58941
"S12000029","Male",149693
"S12000029","Female",162487
"S12000030","Male",42502
"S12000030","Female",46188
"S12000033","Male",107223
"S12000033","Female",109797
"S12000034","Male",123396
"S12000034","Female",125624
"S12000035","Male",44221
"S12000035","Female",45229
"S12000036","Male",225350
"S12000036","Female",237880
"S12000038","Male",82886
"S12000038","Female",90134
"S12000039","Male",43205
"S12000039","Female",47875
"S12000040","Male",84397
"S12000040","Female",88643
"S12000041","Male",55552
"S12000041","Female",59278
"S12000042","Male",69253
"S12000042","Female",75917
"S12000045","Male",50530
"S12000045","Female",54430
"S12000047","Male",174614
"S12000047","Female",186806
"S12000048","Male",70128
"S12000048","Female",74242
"S12000049","Male",279115
"S12000049","Female",302505
"S12000050","Male",161920
"S12000050","Female",173240
"N09000001","Male",66911
"N09000001","Female",70511
"N09000002","Male",96875
"N09000002","Female",99328
"N09000003","Male",159082
"N09000003","Female",172681
"N09000004","Male",69078
"N09000004","Female",70538
"N09000005","Male",72628
"N09000005","Female",75425
"N09000006","Male",55971
"N09000006","Female",56027
"N09000007","Male",64666
"N09000007","Female",67720
"N09000008","Male",65754
"N09000008","Female",69020
"N09000009","Male",67671
"N09000009","Female",67737
"N09000010","Male",84241
"N09000010","Female",85411
"N09000011","Male",75685
"N09000011","Female",80373
